     time       1        0
   0.0000  0.0000   0.0000
   0.0601  0.0369   0.0372
   0.1201  0.1442   0.1475
   0.1802  0.3168   0.3292
   0.2402  0.5503   0.5804
   0.3003  0.8402   0.8994
   0.3604  1.1823   1.2845
   0.4204  1.5726   1.7340
   0.4805  2.0071   2.2464
   0.5405  2.4821   2.8199
   0.6006  2.9939   3.4531
   0.6607  3.5391   4.1445
   0.7207  4.1143   4.8924
   0.7808  4.7163   5.6955
   0.8408  5.3421   6.5524
   0.9009  5.9886   7.4616
   0.9610  6.6530   8.4217
   1.0210  7.3325   9.4315
   1.0811  8.0247  10.4895
   1.1411  8.7268  11.5946
   1.2012  9.4367  12.7454
   1.2613 10.1518  13.9408
   1.3213 10.8701  15.1795
   1.3814 11.5895  16.4603
   1.4414 12.3078  17.7822
   1.5015 13.0232  19.1439
   1.5616 13.7339  20.5444
   1.6216 14.4381  21.9826
   1.6817 15.1341  23.4575
   1.7417 15.8203  24.9679
   1.8018 16.4953  26.5130
   1.8619 17.1575  28.0916
   1.9219 17.8056  29.7030
   1.9820 18.4382  31.3460
   2.0420 19.0543  33.0198
   2.1021 19.6525  34.7234
   2.1622 20.2317  36.4561
   2.2222 20.7910  38.2168
   2.2823 21.3293  40.0049
   2.3423 21.8457  41.8194
   2.4024 22.3393  43.6595
   2.4625 22.8093  45.5245
   2.5225 23.2549  47.4136
   2.5826 23.6754  49.3260
   2.6426 24.0701  51.2609
   2.7027 24.4384  53.2178
   2.7628 24.7797  55.1957
   2.8228 25.0934  57.1942
   2.8829 25.3791  59.2124
   2.9429 25.6364  61.2497
   3.0030 25.8647  63.3055
   3.0631 26.0639  65.3791
   3.1231 26.2335  67.4700
   3.1832 26.3734  69.5774
   3.2432 26.4834  71.7009
   3.3033 26.5633  73.8398
   3.3634 26.6133  75.9936
   3.4234 26.6336  78.1618
   3.4835 26.6249  80.3437
   3.5435 26.5885  82.5389
   3.6036 26.5274  84.7468
   3.6637 26.4469  86.9669
   3.7237 26.3543  89.1988
   3.7838 26.2558  91.4420
   3.8438 26.1545  93.6960
   3.9039 26.0518  95.9603
   3.9640 25.9484  98.2345
   4.0240 25.8446 100.5181
   4.0841 25.7406 102.8107
   4.1441 25.6367 105.1120
   4.2042 25.5328 107.4214
   4.2643 25.4291 109.7386
   4.3243 25.3256 112.0632
   4.3844 25.2223 114.3949
   4.4444 25.1193 116.7331
   4.5045 25.0166 119.0777
   4.5646 24.9142 121.4281
   4.6246 24.8121 123.7842
   4.6847 24.7104 126.1454
   4.7447 24.6089 128.5116
   4.8048 24.5079 130.8823
   4.8649 24.4072 133.2573
   4.9249 24.3068 135.6363
   4.9850 24.2068 138.0189
   5.0450 24.1072 140.4048
   5.1051 24.0080 142.7939
   5.1652 23.9091 145.1857
   5.2252 23.8106 147.5800
   5.2853 23.7125 149.9766
   5.3453 23.6147 152.3751
   5.4054 23.5173 154.7754
   5.4655 23.4203 157.1772
   5.5255 23.3237 159.5802
   5.5856 23.2275 161.9842
   5.6456 23.1316 164.3889
   5.7057 23.0361 166.7943
   5.7658 22.9410 169.1999
   5.8258 22.8463 171.6057
   5.8859 22.7519 174.0113
   5.9459 22.6579 176.4167
   6.0060 22.5643 178.8215
   6.0661 22.4711 181.2257
   6.1261 22.3782 183.6290
   6.1862 22.2857 186.0312
   6.2462 22.1936 188.4322
   6.3063 22.1018 190.8317
   6.3664 22.0105 193.2297
   6.4264 21.9194 195.6259
   6.4865 21.8288 198.0201
   6.5465 21.7385 200.4123
   6.6066 21.6486 202.8023
   6.6667 21.5591 205.1899
   6.7267 21.4699 207.5749
   6.7868 21.3811 209.9573
   6.8468 21.2926 212.3369
   6.9069 21.2045 214.7135
   6.9670 21.1168 217.0870
   7.0270 21.0294 219.4574
   7.0871 20.9423 221.8244
   7.1471 20.8557 224.1880
   7.2072 20.7693 226.5480
   7.2673 20.6834 228.9044
   7.3273 20.5978 231.2569
   7.3874 20.5125 233.6056
   7.4474 20.4276 235.9502
   7.5075 20.3430 238.2907
   7.5676 20.2588 240.6271
   7.6276 20.1749 242.9591
   7.6877 20.0914 245.2868
   7.7477 20.0082 247.6099
   7.8078 19.9253 249.9285
   7.8679 19.8428 252.2424
   7.9279 19.7606 254.5516
   7.9880 19.6788 256.8560
   8.0480 19.5973 259.1554
   8.1081 19.5162 261.4499
   8.1682 19.4353 263.7393
   8.2282 19.3548 266.0236
   8.2883 19.2747 268.3027
   8.3483 19.1948 270.5766
   8.4084 19.1153 272.8451
   8.4685 19.0361 275.1082
   8.5285 18.9573 277.3659
   8.5886 18.8787 279.6181
   8.6486 18.8005 281.8647
   8.7087 18.7226 284.1057
   8.7688 18.6451 286.3410
   8.8288 18.5678 288.5706
   8.8889 18.4909 290.7944
   8.9489 18.4143 293.0124
   9.0090 18.3380 295.2246
   9.0691 18.2620 297.4308
   9.1291 18.1863 299.6311
   9.1892 18.1110 301.8253
   9.2492 18.0359 304.0135
   9.3093 17.9612 306.1957
   9.3694 17.8868 308.3717
   9.4294 17.8127 310.5416
   9.4895 17.7389 312.7053
   9.5495 17.6653 314.8628
   9.6096 17.5921 317.0140
   9.6697 17.5192 319.1590
   9.7297 17.4466 321.2977
   9.7898 17.3743 323.4300
   9.8498 17.3023 325.5559
   9.9099 17.2306 327.6755
   9.9700 17.1592 329.7887
  10.0300 17.0881 331.8954
  10.0901 17.0173 333.9957
  10.1502 16.9467 336.0895
  10.2102 16.8765 338.1768
  10.2703 16.8066 340.2576
  10.3303 16.7369 342.3319
  10.3904 16.6675 344.3996
  10.4505 16.5984 346.4608
  10.5105 16.5296 348.5154
  10.5706 16.4611 350.5634
  10.6306 16.3929 352.6048
  10.6907 16.3250 354.6395
  10.7508 16.2573 356.6677
  10.8108 16.1899 358.6892
  10.8709 16.1228 360.7041
  10.9309 16.0560 362.7123
  10.9910 15.9894 364.7139
  11.0511 15.9231 366.7087
  11.1111 15.8571 368.6969
  11.1712 15.7914 370.6785
  11.2312 15.7259 372.6533
  11.2913 15.6607 374.6215
  11.3514 15.5958 376.5829
  11.4114 15.5312 378.5377
  11.4715 15.4668 380.4858
  11.5315 15.4027 382.4271
  11.5916 15.3388 384.3618
  11.6517 15.2752 386.2898
  11.7117 15.2119 388.2110
  11.7718 15.1488 390.1256
  11.8318 15.0860 392.0335
  11.8919 15.0235 393.9346
  11.9520 14.9612 395.8291
  12.0120 14.8992 397.7169
  12.0721 14.8374 399.5980
  12.1321 14.7759 401.4724
  12.1922 14.7147 403.3401
  12.2523 14.6537 405.2012
  12.3123 14.5929 407.0556
  12.3724 14.5324 408.9033
  12.4324 14.4722 410.7444
  12.4925 14.4122 412.5788
  12.5526 14.3524 414.4066
  12.6126 14.2929 416.2277
  12.6727 14.2336 418.0422
