     time        11        10      00        01
  13.4535 1574.4822 1519.8020  4.7189 1519.8020
  13.5135 1583.1150 1528.5454  4.7531 1528.5454
  13.5736 1591.7353 1537.2767  4.7874 1537.2767
  13.6336 1600.3428 1545.9957  4.8217 1545.9957
  13.6937 1608.9374 1554.7024  4.8559 1554.7024
  13.7538 1617.5190 1563.3966  4.8902 1563.3965
  13.8138 1626.0874 1572.0780  4.9244 1572.0780
  13.8739 1634.6426 1580.7466  4.9587 1580.7466
  13.9339 1643.1843 1589.4023  4.9929 1589.4023
  13.9940 1651.7126 1598.0449  5.0272 1598.0449
  14.0541 1660.2271 1606.6742  5.0614 1606.6742
  14.1141 1668.7279 1615.2901  5.0957 1615.2901
  14.1742 1677.2148 1623.8926  5.1299 1623.8926
  14.2342 1685.6876 1632.4814  5.1641 1632.4814
  14.2943 1694.1463 1641.0565  5.1983 1641.0565
  14.3544 1702.5908 1649.6177  5.2325 1649.6177
  14.4144 1711.0208 1658.1649  5.2667 1658.1649
  14.4745 1719.4364 1666.6980  5.3008 1666.6980
  14.5345 1727.8374 1675.2168  5.3350 1675.2168
  14.5946 1736.2236 1683.7213  5.3691 1683.7213
  14.6547 1744.5951 1692.2113  5.4032 1692.2113
  14.7147 1752.9517 1700.6867  5.4373 1700.6867
  14.7748 1761.2932 1709.1474  5.4714 1709.1474
  14.8348 1769.6196 1717.5933  5.5055 1717.5933
  14.8949 1777.9308 1726.0243  5.5395 1726.0243
  14.9550 1786.2266 1734.4403  5.5735 1734.4403
  15.0150 1794.5071 1742.8412  5.6075 1742.8412
  15.0751 1802.7721 1751.2268  5.6415 1751.2268
  15.1351 1811.0214 1759.5972  5.6755 1759.5972
  15.1952 1819.2551 1767.9521  5.7094 1767.9521
  15.2553 1827.4730 1776.2915  5.7433 1776.2914
  15.3153 1835.6750 1784.6152  5.7772 1784.6152
  15.3754 1843.8611 1792.9233  5.8110 1792.9233
  15.4354 1852.0311 1801.2156  5.8449 1801.2156
  15.4955 1860.1851 1809.4919  5.8787 1809.4919
  15.5556 1868.3228 1817.7524  5.9124 1817.7524
  15.6156 1876.4442 1825.9967  5.9462 1825.9967
  15.6757 1884.5493 1834.2249  5.9799 1834.2249
  15.7357 1892.6380 1842.4369  6.0136 1842.4369
  15.7958 1900.7102 1850.6326  6.0472 1850.6326
  15.8559 1908.7658 1858.8119  6.0808 1858.8119
  15.9159 1916.8047 1866.9747  6.1144 1866.9747
  15.9760 1924.8269 1875.1210  6.1480 1875.1210
  16.0360 1932.8324 1883.2506  6.1815 1883.2506
  16.0961 1940.8209 1891.3636  6.2150 1891.3636
  16.1562 1948.7926 1899.4598  6.2484 1899.4598
  16.2162 1956.7472 1907.5392  6.2818 1907.5392
  16.2763 1964.6849 1915.6016  6.3152 1915.6016
  16.3363 1972.6054 1923.6471  6.3485 1923.6471
  16.3964 1980.5087 1931.6756  6.3818 1931.6756
  16.4565 1988.3948 1939.6869  6.4151 1939.6869
  16.5165 1996.2636 1947.6811  6.4483 1947.6811
  16.5766 2004.1151 1955.6580  6.4815 1955.6580
  16.6366 2011.9491 1963.6177  6.5146 1963.6177
  16.6967 2019.7657 1971.5600  6.5477 1971.5600
  16.7568 2027.5648 1979.4849  6.5808 1979.4849
  16.8168 2035.3464 1987.3923  6.6138 1987.3923
  16.8769 2043.1103 1995.2822  6.6468 1995.2822
  16.9369 2050.8566 2003.1546  6.6797 2003.1546
  16.9970 2058.5852 2011.0093  6.7126 2011.0093
  17.0571 2066.2960 2018.8463  6.7454 2018.8463
  17.1171 2073.9890 2026.6656  6.7782 2026.6656
  17.1772 2081.6642 2034.4671  6.8109 2034.4671
  17.2372 2089.3215 2042.2508  6.8436 2042.2508
  17.2973 2096.9609 2050.0166  6.8763 2050.0166
  17.3574 2104.5823 2057.7645  6.9089 2057.7645
  17.4174 2112.1857 2065.4945  6.9414 2065.4944
  17.4775 2119.7711 2073.2064  6.9739 2073.2064
  17.5375 2127.3384 2080.9002  7.0064 2080.9002
  17.5976 2134.8875 2088.5760  7.0388 2088.5760
  17.6577 2142.4186 2096.2337  7.0712 2096.2337
  17.7177 2149.9314 2103.8732  7.1035 2103.8731
  17.7778 2157.4260 2111.4944  7.1357 2111.4944
  17.8378 2164.9023 2119.0975  7.1679 2119.0974
  17.8979 2172.3604 2126.6822  7.2001 2126.6822
  17.9580 2179.8002 2134.2486  7.2322 2134.2486
  18.0180 2187.2216 2141.7967  7.2643 2141.7967
  18.0781 2194.6246 2149.3264  7.2963 2149.3264
  18.1381 2202.0093 2156.8377  7.3282 2156.8377
  18.1982 2209.3755 2164.3306  7.3601 2164.3306
  18.2583 2216.7233 2171.8050  7.3919 2171.8050
  18.3183 2224.0526 2179.2609  7.4237 2179.2608
  18.3784 2231.3634 2186.6983  7.4554 2186.6982
  18.4384 2238.6557 2194.1171  7.4871 2194.1170
  18.4985 2245.9295 2201.5173  7.5187 2201.5173
  18.5586 2253.1847 2208.8989  7.5503 2208.8989
  18.6186 2260.4213 2216.2620  7.5818 2216.2619
  18.6787 2267.6393 2223.6063  7.6132 2223.6063
  18.7387 2274.8387 2230.9320  7.6446 2230.9320
  18.7988 2282.0195 2238.2390  7.6759 2238.2390
  18.8589 2289.1816 2245.5273  7.7072 2245.5273
  18.9189 2296.3251 2252.7969  7.7384 2252.7968
  18.9790 2303.4499 2260.0477  7.7696 2260.0477
  19.0390 2310.5560 2267.2798  7.8007 2267.2797
  19.0991 2317.6434 2274.4931  7.8317 2274.4930
  19.1592 2324.7121 2281.6876  7.8627 2281.6875
  19.2192 2331.7620 2288.8633  7.8936 2288.8632
  19.2793 2338.7932 2296.0201  7.9245 2296.0201
  19.3393 2345.8057 2303.1581  7.9553 2303.1581
  19.3994 2352.7994 2310.2773  7.9860 2310.2773
  19.4595 2359.7743 2317.3776  8.0167 2317.3776
  19.5195 2366.7305 2324.4591  8.0473 2324.4590
  19.5796 2373.6679 2331.5217  8.0779 2331.5216
  19.6396 2380.5865 2338.5653  8.1083 2338.5653
  19.6997 2387.4863 2345.5901  8.1388 2345.5901
  19.7598 2394.3674 2352.5960  8.1691 2352.5959
  19.8198 2401.2296 2359.5830  8.1994 2359.5829
  19.8799 2408.0730 2366.5510  8.2297 2366.5510
  19.9399 2414.8977 2373.5002  8.2599 2373.5001
  20.0000 2421.7035 2380.4304  8.2900 2380.4303
  20.0601 2428.4905 2387.3417  8.3200 2387.3416
  20.1201 2435.2587 2394.2340  8.3500 2394.2339
  20.1802 2442.0081 2401.1074  8.3799 2401.1074
  20.2402 2448.7387 2407.9619  8.4098 2407.9618
  20.3003 2455.4505 2414.7975  8.4396 2414.7974
  20.3604 2462.1435 2421.6141  8.4693 2421.6140
  20.4204 2468.8177 2428.4117  8.4990 2428.4116
  20.4805 2475.4732 2435.1904  8.5286 2435.1904
  20.5405 2482.1098 2441.9502  8.5581 2441.9501
  20.6006 2488.7276 2448.6911  8.5876 2448.6910
  20.6607 2495.3267 2455.4130  8.6170 2455.4129
  20.7207 2501.9069 2462.1160  8.6463 2462.1159
  20.7808 2508.4684 2468.8001  8.6756 2468.8000
  20.8408 2515.0112 2475.4652  8.7048 2475.4652
  20.9009 2521.5352 2482.1115  8.7339 2482.1114
  20.9610 2528.0404 2488.7388  8.7630 2488.7387
  21.0210 2534.5269 2495.3473  8.7920 2495.3472
  21.0811 2540.9947 2501.9368  8.8209 2501.9367
  21.1411 2547.4438 2508.5075  8.8498 2508.5074
  21.2012 2553.8741 2515.0592  8.8786 2515.0592
  21.2613 2560.2858 2521.5921  8.9073 2521.5921
  21.3213 2566.6787 2528.1062  8.9360 2528.1061
  21.3814 2573.0530 2534.6014  8.9646 2534.6013
  21.4414 2579.4086 2541.0777  8.9931 2541.0777
  21.5015 2585.7456 2547.5353  9.0216 2547.5352
  21.5616 2592.0639 2553.9740  9.0500 2553.9739
  21.6216 2598.3637 2560.3939  9.0783 2560.3938
  21.6817 2604.6448 2566.7950  9.1066 2566.7949
  21.7417 2610.9073 2573.1773  9.1347 2573.1772
  21.8018 2617.1512 2579.5409  9.1629 2579.5408
  21.8619 2623.3766 2585.8857  9.1909 2585.8856
  21.9219 2629.5834 2592.2117  9.2189 2592.2117
  21.9820 2635.7717 2598.5191  9.2468 2598.5190
  22.0420 2641.9415 2604.8077  9.2747 2604.8076
  22.1021 2648.0928 2611.0776  9.3024 2611.0776
  22.1622 2654.2256 2617.3289  9.3301 2617.3288
  22.2222 2660.3399 2623.5615  9.3578 2623.5614
  22.2823 2666.4358 2629.7754  9.3853 2629.7754
  22.3423 2672.5133 2635.9707  9.4128 2635.9707
  22.4024 2678.5724 2642.1474  9.4403 2642.1474
  22.4625 2684.6130 2648.3055  9.4676 2648.3055
  22.5225 2690.6354 2654.4451  9.4949 2654.4451
  22.5826 2696.6393 2660.5661  9.5221 2660.5660
  22.6426 2702.6250 2666.6685  9.5493 2666.6685
  22.7027 2708.5923 2672.7525  9.5764 2672.7524
  22.7628 2714.5414 2678.8179  9.6034 2678.8179
  22.8228 2720.4722 2684.8649  9.6303 2684.8648
  22.8829 2726.3848 2690.8934  9.6572 2690.8934
  22.9429 2732.2792 2696.9035  9.6840 2696.9034
  23.0030 2738.1553 2702.8952  9.7107 2702.8951
  23.0631 2744.0133 2708.8684  9.7374 2708.8684
  23.1231 2749.8532 2714.8234  9.7640 2714.8233
  23.1832 2755.6749 2720.7600  9.7905 2720.7599
  23.2432 2761.4786 2726.6782  9.8169 2726.6781
  23.3033 2767.2642 2732.5782  9.8433 2732.5781
