     time         11         10      00         01
  15.2553  2361.1810  2256.6639  7.2444  2256.6639
  15.3153  2374.4983  2269.9402  7.2946  2269.9402
  15.3754  2387.8202  2283.2222  7.3449  2283.2222
  15.4354  2401.1466  2296.5098  7.3953  2296.5098
  15.4955  2414.4772  2309.8027  7.4457  2309.8027
  15.5556  2427.8120  2323.1008  7.4962  2323.1008
  15.6156  2441.1507  2336.4039  7.5468  2336.4039
  15.6757  2454.4933  2349.7119  7.5974  2349.7119
  15.7357  2467.8395  2363.0246  7.6480  2363.0246
  15.7958  2481.1892  2376.3418  7.6987  2376.3418
  15.8559  2494.5423  2389.6635  7.7495  2389.6635
  15.9159  2507.8987  2402.9894  7.8003  2402.9894
  15.9760  2521.2581  2416.3193  7.8512  2416.3193
  16.0360  2534.6204  2429.6532  7.9022  2429.6532
  16.0961  2547.9856  2442.9909  7.9531  2442.9909
  16.1562  2561.3533  2456.3323  8.0042  2456.3323
  16.2162  2574.7236  2469.6771  8.0553  2469.6771
  16.2763  2588.0963  2483.0252  8.1064  2483.0252
  16.3363  2601.4712  2496.3766  8.1576  2496.3766
  16.3964  2614.8482  2509.7309  8.2088  2509.7309
  16.4565  2628.2272  2523.0882  8.2601  2523.0882
  16.5165  2641.6080  2536.4483  8.3114  2536.4483
  16.5766  2654.9906  2549.8110  8.3628  2549.8110
  16.6366  2668.3746  2563.1762  8.4142  2563.1762
  16.6967  2681.7602  2576.5437  8.4656  2576.5437
  16.7568  2695.1470  2589.9134  8.5171  2589.9134
  16.8168  2708.5350  2603.2852  8.5687  2603.2852
  16.8769  2721.9241  2616.6590  8.6202  2616.6590
  16.9369  2735.3141  2630.0346  8.6719  2630.0346
  16.9970  2748.7049  2643.4118  8.7235  2643.4118
  17.0571  2762.0964  2656.7906  8.7752  2656.7906
  17.1171  2775.4885  2670.1708  8.8269  2670.1708
  17.1772  2788.8810  2683.5523  8.8787  2683.5523
  17.2372  2802.2738  2696.9350  8.9305  2696.9350
  17.2973  2815.6669  2710.3187  8.9824  2710.3187
  17.3574  2829.0600  2723.7033  9.0342  2723.7033
  17.4174  2842.4531  2737.0887  9.0861  2737.0887
  17.4775  2855.8460  2750.4748  9.1381  2750.4748
  17.5375  2869.2387  2763.8615  9.1901  2763.8615
  17.5976  2882.6311  2777.2485  9.2421  2777.2485
  17.6577  2896.0229  2790.6359  9.2941  2790.6359
  17.7177  2909.4142  2804.0235  9.3462  2804.0235
  17.7778  2922.8047  2817.4111  9.3983  2817.4111
  17.8378  2936.1945  2830.7987  9.4504  2830.7987
  17.8979  2949.5833  2844.1862  9.5025  2844.1862
  17.9580  2962.9711  2857.5733  9.5547  2857.5733
  18.0180  2976.3578  2870.9601  9.6069  2870.9601
  18.0781  2989.7432  2884.3465  9.6592  2884.3465
  18.1381  3003.1273  2897.7322  9.7114  2897.7322
  18.1982  3016.5100  2911.1172  9.7637  2911.1172
  18.2583  3029.8911  2924.5014  9.8160  2924.5014
  18.3183  3043.2706  2937.8846  9.8684  2937.8846
  18.3784  3056.6483  2951.2668  9.9207  2951.2668
  18.4384  3070.0242  2964.6479  9.9731  2964.6479
  18.4985  3083.3981  2978.0278 10.0255  2978.0278
  18.5586  3096.7700  2991.4063 10.0779  2991.4063
  18.6186  3110.1398  3004.7834 10.1303  3004.7834
  18.6787  3123.5073  3018.1589 10.1828  3018.1589
  18.7387  3136.8725  3031.5327 10.2353  3031.5327
  18.7988  3150.2353  3044.9049 10.2878  3044.9049
  18.8589  3163.5956  3058.2751 10.3403  3058.2751
  18.9189  3176.9533  3071.6435 10.3928  3071.6435
  18.9790  3190.3083  3085.0098 10.4454  3085.0098
  19.0390  3203.6605  3098.3739 10.4979  3098.3739
  19.0991  3217.0099  3111.7359 10.5505  3111.7359
  19.1592  3230.3562  3125.0955 10.6031  3125.0955
  19.2192  3243.6996  3138.4527 10.6557  3138.4527
  19.2793  3257.0398  3151.8073 10.7084  3151.8073
  19.3393  3270.3768  3165.1594 10.7610  3165.1594
  19.3994  3283.7104  3178.5088 10.8136  3178.5088
  19.4595  3297.0407  3191.8554 10.8663  3191.8554
  19.5195  3310.3676  3205.1992 10.9190  3205.1992
  19.5796  3323.6908  3218.5400 10.9717  3218.5400
  19.6396  3337.0105  3231.8777 11.0244  3231.8777
  19.6997  3350.3264  3245.2123 11.0771  3245.2123
  19.7598  3363.6385  3258.5438 11.1298  3258.5438
  19.8198  3376.9468  3271.8719 11.1825  3271.8719
  19.8799  3390.2511  3285.1966 11.2352  3285.1966
  19.9399  3403.5513  3298.5179 11.2880  3298.5179
  20.0000  3416.8475  3311.8356 11.3407  3311.8356
  20.0601  3430.1395  3325.1497 11.3935  3325.1497
  20.1201  3443.4272  3338.4600 11.4462  3338.4600
  20.1802  3456.7106  3351.7666 11.4990  3351.7666
  20.2402  3469.9896  3365.0694 11.5518  3365.0694
  20.3003  3483.2640  3378.3682 11.6045  3378.3682
  20.3604  3496.5340  3391.6629 11.6573  3391.6629
  20.4204  3509.7993  3404.9536 11.7101  3404.9536
  20.4805  3523.0599  3418.2401 11.7629  3418.2401
  20.5405  3536.3158  3431.5223 11.8157  3431.5223
  20.6006  3549.5668  3444.8002 11.8685  3444.8002
  20.6607  3562.8129  3458.0737 11.9212  3458.0737
  20.7207  3576.0540  3471.3428 11.9740  3471.3428
  20.7808  3589.2901  3484.6073 12.0268  3484.6073
  20.8408  3602.5211  3497.8672 12.0796  3497.8672
  20.9009  3615.7469  3511.1224 12.1324  3511.1224
  20.9610  3628.9675  3524.3728 12.1852  3524.3728
  21.0210  3642.1827  3537.6184 12.2380  3537.6184
  21.0811  3655.3926  3550.8591 12.2908  3550.8591
  21.1411  3668.5971  3564.0949 12.3436  3564.0949
  21.2012  3681.7961  3577.3257 12.3964  3577.3257
  21.2613  3694.9895  3590.5513 12.4492  3590.5513
  21.3213  3708.1772  3603.7718 12.5020  3603.7718
  21.3814  3721.3593  3616.9870 12.5547  3616.9870
  21.4414  3734.5357  3630.1970 12.6075  3630.1970
  21.5015  3747.7062  3643.4016 12.6603  3643.4016
  21.5616  3760.8709  3656.6008 12.7131  3656.6008
  21.6216  3774.0297  3669.7945 12.7658  3669.7945
  21.6817  3787.1825  3682.9827 12.8186  3682.9827
  21.7417  3800.3292  3696.1652 12.8713  3696.1652
  21.8018  3813.4699  3709.3421 12.9241  3709.3421
  21.8619  3826.6044  3722.5133 12.9768  3722.5133
  21.9219  3839.7327  3735.6786 13.0295  3735.6786
  21.9820  3852.8548  3748.8382 13.0823  3748.8382
  22.0420  3865.9705  3761.9918 13.1350  3761.9918
  22.1021  3879.0798  3775.1394 13.1877  3775.1394
  22.1622  3892.1828  3788.2811 13.2404  3788.2811
  22.2222  3905.2792  3801.4166 13.2931  3801.4166
  22.2823  3918.3692  3814.5461 13.3458  3814.5461
  22.3423  3931.4525  3827.6693 13.3984  3827.6693
  22.4024  3944.5292  3840.7863 13.4511  3840.7863
  22.4625  3957.5993  3853.8970 13.5038  3853.8970
  22.5225  3970.6626  3867.0014 13.5564  3867.0014
  22.5826  3983.7191  3880.0993 13.6090  3880.0993
  22.6426  3996.7688  3893.1908 13.6616  3893.1908
  22.7027  4009.8116  3906.2758 13.7142  3906.2758
  22.7628  4022.8475  3919.3542 13.7668  3919.3542
  22.8228  4035.8764  3932.4260 13.8194  3932.4260
  22.8829  4048.8982  3945.4912 13.8720  3945.4912
  22.9429  4061.9130  3958.5496 13.9245  3958.5496
  23.0030  4074.9207  3971.6012 13.9771  3971.6012
  23.0631  4087.9213  3984.6461 14.0296  3984.6461
  23.1231  4100.9146  3997.6841 14.0821  3997.6841
  23.1832  4113.9007  4010.7152 14.1346  4010.7152
  23.2432  4126.8794  4023.7393 14.1871  4023.7393
  23.3033  4139.8509  4036.7564 14.2396  4036.7564
  23.3634  4152.8149  4049.7665 14.2920  4049.7665
  23.4234  4165.7715  4062.7695 14.3445  4062.7695
  23.4835  4178.7207  4075.7653 14.3969  4075.7653
  23.5435  4191.6623  4088.7540 14.4493  4088.7540
  23.6036  4204.5964  4101.7354 14.5017  4101.7354
  23.6637  4217.5229  4114.7095 14.5541  4114.7095
  23.7237  4230.4418  4127.6763 14.6064  4127.6763
  23.7838  4243.3530  4140.6358 14.6588  4140.6358
  23.8438  4256.2564  4153.5878 14.7111  4153.5878
  23.9039  4269.1522  4166.5325 14.7634  4166.5325
  23.9640  4282.0401  4179.4696 14.8157  4179.4696
  24.0240  4294.9202  4192.3992 14.8680  4192.3992
  24.0841  4307.7924  4205.3212 14.9202  4205.3212
  24.1441  4320.6568  4218.2356 14.9724  4218.2356
  24.2042  4333.5131  4231.1423 15.0247  4231.1423
  24.2643  4346.3615  4244.0414 15.0768  4244.0414
  24.3243  4359.2019  4256.9327 15.1290  4256.9327
  24.3844  4372.0343  4269.8163 15.1812  4269.8163
  24.4444  4384.8585  4282.6920 15.2333  4282.6920
  24.5045  4397.6747  4295.5599 15.2854  4295.5599
  24.5646  4410.4826  4308.4200 15.3375  4308.4200
  24.6246  4423.2824  4321.2721 15.3896  4321.2721
  24.6847  4436.0740  4334.1162 15.4416  4334.1162
  24.7447  4448.8573  4346.9524 15.4936  4346.9524
  24.8048  4461.6323  4359.7805 15.5456  4359.7805
  24.8649  4474.3990  4372.6006 15.5976  4372.6006
  24.9249  4487.1573  4385.4125 15.6496  4385.4125
  24.9850  4499.9072  4398.2164 15.7015  4398.2164
  25.0450  4512.6487  4411.0120 15.7534  4411.0120
  25.1051  4525.3818  4423.7995 15.8053  4423.7995
  25.1652  4538.1064  4436.5787 15.8572  4436.5787
  25.2252  4550.8225  4449.3497 15.9090  4449.3497
  25.2853  4563.5300  4462.1123 15.9609  4462.1123
  25.3453  4576.2289  4474.8667 16.0127  4474.8667
  25.4054  4588.9193  4487.6126 16.0644  4487.6126
  25.4655  4601.6010  4500.3502 16.1162  4500.3502
  25.5255  4614.2741  4513.0793 16.1679  4513.0793
  25.5856  4626.9384  4525.8000 16.2196  4525.8000
  25.6456  4639.5941  4538.5122 16.2713  4538.5122
  25.7057  4652.2410  4551.2159 16.3229  4551.2159
  25.7658  4664.8791  4563.9110 16.3745  4563.9110
  25.8258  4677.5085  4576.5975 16.4261  4576.5975
  25.8859  4690.1290  4589.2754 16.4777  4589.2754
  25.9459  4702.7406  4601.9447 16.5292  4601.9447
  26.0060  4715.3434  4614.6054 16.5808  4614.6054
  26.0661  4727.9373  4627.2573 16.6323  4627.2573
  26.1261  4740.5222  4639.9005 16.6837  4639.9005
  26.1862  4753.0982  4652.5350 16.7352  4652.5350
  26.2462  4765.6652  4665.1607 16.7866  4665.1607
  26.3063  4778.2232  4677.7776 16.8380  4677.7776
  26.3664  4790.7722  4690.3856 16.8893  4690.3856
  26.4264  4803.3121  4702.9848 16.9406  4702.9848
  26.4865  4815.8430  4715.5752 16.9919  4715.5752
  26.5465  4828.3647  4728.1566 17.0432  4728.1566
  26.6066  4840.8773  4740.7291 17.0945  4740.7291
  26.6667  4853.3808  4753.2926 17.1457  4753.2926
  26.7267  4865.8751  4765.8472 17.1969  4765.8472
  26.7868  4878.3602  4778.3927 17.2480  4778.3927
  26.8468  4890.8361  4790.9293 17.2991  4790.9293
  26.9069  4903.3028  4803.4567 17.3502  4803.4567
  26.9670  4915.7602  4815.9751 17.4013  4815.9751
  27.0270  4928.2084  4828.4844 17.4524  4828.4844
  27.0871  4940.6472  4840.9846 17.5034  4840.9846
  27.1471  4953.0767  4853.4756 17.5544  4853.4756
  27.2072  4965.4969  4865.9575 17.6053  4865.9575
  27.2673  4977.9077  4878.4302 17.6562  4878.4302
  27.3273  4990.3092  4890.8936 17.7071  4890.8936
  27.3874  5002.7012  4903.3479 17.7580  4903.3479
  27.4474  5015.0839  4915.7929 17.8088  4915.7929
  27.5075  5027.4571  4928.2286 17.8596  4928.2286
  27.5676  5039.8208  4940.6550 17.9104  4940.6550
  27.6276  5052.1751  4953.0721 17.9611  4953.0721
  27.6877  5064.5199  4965.4799 18.0118  4965.4799
  27.7477  5076.8552  4977.8783 18.0625  4977.8783
  27.8078  5089.1809  4990.2674 18.1132  4990.2674
  27.8679  5101.4971  5002.6470 18.1638  5002.6470
  27.9279  5113.8038  5015.0173 18.2144  5015.0173
  27.9880  5126.1009  5027.3781 18.2649  5027.3781
  28.0480  5138.3883  5039.7294 18.3154  5039.7294
  28.1081  5150.6662  5052.0713 18.3659  5052.0713
  28.1682  5162.9345  5064.4038 18.4164  5064.4038
  28.2282  5175.1930  5076.7267 18.4668  5076.7267
  28.2883  5187.4420  5089.0401 18.5172  5089.0401
  28.3483  5199.6813  5101.3440 18.5675  5101.3440
  28.4084  5211.9108  5113.6383 18.6179  5113.6383
  28.4685  5224.1307  5125.9230 18.6682  5125.9230
  28.5285  5236.3409  5138.1982 18.7184  5138.1982
  28.5886  5248.5413  5150.4637 18.7686  5150.4637
  28.6486  5260.7319  5162.7197 18.8188  5162.7197
  28.7087  5272.9128  5174.9660 18.8690  5174.9660
  28.7688  5285.0840  5187.2026 18.9191  5187.2026
  28.8288  5297.2453  5199.4296 18.9692  5199.4296
  28.8889  5309.3968  5211.6469 19.0193  5211.6469
  28.9489  5321.5386  5223.8545 19.0693  5223.8545
  29.0090  5333.6705  5236.0524 19.1193  5236.0524
  29.0691  5345.7925  5248.2406 19.1692  5248.2406
  29.1291  5357.9047  5260.4191 19.2192  5260.4191
  29.1892  5370.0071  5272.5878 19.2691  5272.5878
