     time       1         0
   0.0000  0.0000    0.0000
   0.0601  0.0372    0.0372
   0.1201  0.1477    0.1478
   0.1802  0.3293    0.3302
   0.2402  0.5792    0.5828
   0.3003  0.8937    0.9041
   0.3604  1.2687    1.2927
   0.4204  1.6995    1.7469
   0.4805  2.1814    2.2655
   0.5405  2.7095    2.8470
   0.6006  3.2795    3.4900
   0.6607  3.8872    4.1932
   0.7207  4.5287    4.9552
   0.7808  5.2005    5.7748
   0.8408  5.8992    6.6507
   0.9009  6.6218    7.5817
   0.9610  7.3654    8.5665
   1.0210  8.1273    9.6040
   1.0811  8.9048   10.6930
   1.1411  9.6955   11.8324
   1.2012 10.4970   13.0210
   1.2613 11.3071   14.2577
   1.3213 12.1237   15.5415
   1.3814 12.9447   16.8714
   1.4414 13.7681   18.2463
   1.5015 14.5922   19.6652
   1.5616 15.4151   21.1271
   1.6216 16.2351   22.6311
   1.6817 17.0507   24.1762
   1.7417 17.8604   25.7615
   1.8018 18.6626   27.3861
   1.8619 19.4561   29.0491
   1.9219 20.2396   30.7496
   1.9820 21.0118   32.4868
   2.0420 21.7716   34.2598
   2.1021 22.5180   36.0679
   2.1622 23.2499   37.9103
   2.2222 23.9665   39.7861
   2.2823 24.6669   41.6946
   2.3423 25.3502   43.6350
   2.4024 26.0159   45.6067
   2.4625 26.6632   47.6088
   2.5225 27.2916   49.6407
   2.5826 27.9005   51.7018
   2.6426 28.4896   53.7913
   2.7027 29.0584   55.9085
   2.7628 29.6066   58.0528
   2.8228 30.1341   60.2237
   2.8829 30.6406   62.4204
   2.9429 31.1261   64.6424
   3.0030 31.5905   66.8890
   3.0631 32.0339   69.1597
   3.1231 32.4563   71.4539
   3.1832 32.8581   73.7711
   3.2432 33.2394   76.1107
   3.3033 33.6005   78.4721
   3.3634 33.9419   80.8549
   3.4234 34.2640   83.2585
   3.4835 34.5674   85.6825
   3.5435 34.8525   88.1263
   3.6036 35.1200   90.5894
   3.6637 35.3706   93.0715
   3.7237 35.6051   95.5719
   3.7838 35.8240   98.0903
   3.8438 36.0283  100.6263
   3.9039 36.2187  103.1793
   3.9640 36.3959  105.7490
   4.0240 36.5608  108.3350
   4.0841 36.7141  110.9368
   4.1441 36.8566  113.5540
   4.2042 36.9890  116.1863
   4.2643 37.1121  118.8332
   4.3243 37.2264  121.4945
   4.3844 37.3326  124.1697
   4.4444 37.4313  126.8584
   4.5045 37.5230  129.5604
   4.5646 37.6083  132.2752
   4.6246 37.6876  135.0026
   4.6847 37.7613  137.7422
   4.7447 37.8299  140.4936
   4.8048 37.8937  143.2567
   4.8649 37.9530  146.0310
   4.9249 38.0082  148.8162
   4.9850 38.0595  151.6121
   5.0450 38.1071  154.4183
   5.1051 38.1514  157.2347
   5.1652 38.1925  160.0608
   5.2252 38.2306  162.8965
   5.2853 38.2659  165.7414
   5.3453 38.2985  168.5954
   5.4054 38.3287  171.4581
   5.4655 38.3566  174.3292
   5.5255 38.3822  177.2086
   5.5856 38.4057  180.0961
   5.6456 38.4273  182.9913
   5.7057 38.4470  185.8940
   5.7658 38.4649  188.8040
   5.8258 38.4812  191.7212
   5.8859 38.4958  194.6452
   5.9459 38.5089  197.5759
   6.0060 38.5206  200.5131
   6.0661 38.5309  203.4565
   6.1261 38.5398  206.4059
   6.1862 38.5475  209.3612
   6.2462 38.5540  212.3222
   6.3063 38.5594  215.2887
   6.3664 38.5637  218.2605
   6.4264 38.5669  221.2374
   6.4865 38.5691  224.2193
   6.5465 38.5704  227.2059
   6.6066 38.5707  230.1972
   6.6667 38.5701  233.1929
   6.7267 38.5687  236.1928
   6.7868 38.5665  239.1969
   6.8468 38.5634  242.2050
   6.9069 38.5597  245.2169
   6.9670 38.5552  248.2325
   7.0270 38.5500  251.2516
   7.0871 38.5441  254.2741
   7.1471 38.5376  257.2999
   7.2072 38.5304  260.3288
   7.2673 38.5226  263.3607
   7.3273 38.5143  266.3954
   7.3874 38.5054  269.4328
   7.4474 38.4959  272.4729
   7.5075 38.4860  275.5154
   7.5676 38.4755  278.5603
   7.6276 38.4645  281.6074
   7.6877 38.4530  284.6567
   7.7477 38.4411  287.7080
   7.8078 38.4288  290.7612
   7.8679 38.4160  293.8162
   7.9279 38.4028  296.8729
   7.9880 38.3891  299.9312
   8.0480 38.3751  302.9910
   8.1081 38.3607  306.0522
   8.1682 38.3460  309.1147
   8.2282 38.3309  312.1785
   8.2883 38.3154  315.2433
   8.3483 38.2996  318.3091
   8.4084 38.2835  321.3759
   8.4685 38.2670  324.4436
   8.5285 38.2503  327.5120
   8.5886 38.2332  330.5811
   8.6486 38.2159  333.6508
   8.7087 38.1983  336.7211
   8.7688 38.1804  339.7917
   8.8288 38.1622  342.8628
   8.8889 38.1438  345.9341
   8.9489 38.1251  349.0057
   9.0090 38.1062  352.0775
   9.0691 38.0870  355.1493
   9.1291 38.0676  358.2211
   9.1892 38.0480  361.2929
   9.2492 38.0281  364.3646
   9.3093 38.0081  367.4361
   9.3694 37.9878  370.5074
   9.4294 37.9673  373.5783
   9.4895 37.9466  376.6490
   9.5495 37.9258  379.7191
   9.6096 37.9047  382.7889
   9.6697 37.8835  385.8581
   9.7297 37.8620  388.9267
   9.7898 37.8404  391.9946
   9.8498 37.8187  395.0619
   9.9099 37.7967  398.1285
   9.9700 37.7746  401.1942
  10.0300 37.7524  404.2591
  10.0901 37.7300  407.3231
  10.1502 37.7074  410.3862
  10.2102 37.6847  413.4483
  10.2703 37.6618  416.5094
  10.3303 37.6389  419.5695
  10.3904 37.6157  422.6284
  10.4505 37.5925  425.6861
  10.5105 37.5691  428.7427
  10.5706 37.5455  431.7981
  10.6306 37.5219  434.8521
  10.6907 37.4981  437.9049
  10.7508 37.4742  440.9563
  10.8108 37.4502  444.0063
  10.8709 37.4261  447.0550
  10.9309 37.4019  450.1021
  10.9910 37.3776  453.1478
  11.0511 37.3531  456.1920
  11.1111 37.3286  459.2346
  11.1712 37.3040  462.2756
  11.2312 37.2792  465.3150
  11.2913 37.2544  468.3528
  11.3514 37.2294  471.3889
  11.4114 37.2044  474.4233
  11.4715 37.1793  477.4559
  11.5315 37.1541  480.4868
  11.5916 37.1288  483.5159
  11.6517 37.1035  486.5432
  11.7117 37.0780  489.5687
  11.7718 37.0525  492.5923
  11.8318 37.0269  495.6140
  11.8919 37.0012  498.6338
  11.9520 36.9754  501.6517
  12.0120 36.9496  504.6676
  12.0721 36.9237  507.6815
  12.1321 36.8977  510.6934
  12.1922 36.8717  513.7033
  12.2523 36.8456  516.7112
  12.3123 36.8194  519.7170
  12.3724 36.7932  522.7207
  12.4324 36.7669  525.7223
  12.4925 36.7405  528.7217
  12.5526 36.7141  531.7191
  12.6126 36.6877  534.7142
  12.6727 36.6611  537.7072
